-94.7053,26357.8
-94.515,31484.5
-94.3246,67907.3
-94.1343,40811.9
-93.944,22422.5
-93.7536,56591.8
-93.5633,65358.9
-93.373,53915.2
-93.1827,59708.1
-92.9923,46876.5
-92.802,76658.8
-92.6117,104239
-92.4214,48958
-92.231,45329.3
-92.0407,72983.3
-91.8504,83223.6
-91.66,105510
-91.4697,46522.1
-91.2794,27865.1
-91.0891,61523.8
-90.8987,75135.9
-90.7084,97868.2
-90.5181,76970.7
-90.3277,63594.8
-90.1374,88086.7
-89.9471,118013
-89.7568,86183.4
-89.5664,103618
-89.3761,91839.3
-89.1858,30101.5
-88.9955,35823
-88.8051,114232
-88.6148,138563
-88.4245,60394
-88.2341,98517.2
-88.0438,131678
-87.8535,191037
-87.6632,252696
-87.4728,185423
-87.2825,114886
-87.0922,123776
-86.9018,114452
-86.7115,79884.3
-86.5212,87225
-86.3309,70761.9
-86.1405,83599.9
-85.9502,104554
-85.7599,112226
-85.5696,98003.5
-85.3792,138032
-85.1889,202138
-84.9986,179718
-84.8082,136096
-84.6179,88995.2
-84.4276,86766.2
-84.2373,97005.6
-84.0469,58432.8
-83.8566,94066.4
-83.6663,107218
-83.476,72482.6
-83.2856,84657.8
-83.0953,31184.4
-82.905,62661.1
-82.7146,173418
-82.5243,173086
-82.334,121353
-82.1437,116951
-81.9533,71047.6
-81.763,78816.9
-81.5727,129883
-81.3823,23713.2
-81.192,-33947.9
-81.0017,31315.9
-80.8114,77901.2
-80.621,65879.1
-80.4307,111207
-80.2404,145360
-80.0501,150851
-79.8597,193810
-79.6694,170169
-79.4791,134490
-79.2887,118337
-79.0984,131472
-78.9081,119960
-78.7178,35942.8
-78.5274,8222.05
-78.3371,56141.7
-78.1468,47896.9
-77.9564,81396.2
-77.7661,186291
-77.5758,132291
-77.3855,48142.2
-77.1951,71811.3
-77.0048,139559
-76.8145,166301
-76.6242,120020
-76.4338,166831
-76.2435,212455
-76.0532,240239
-75.8628,193726
-75.6725,97022
-75.4822,48458.5
-75.2919,-37343.4
-75.1015,-5957.51
-74.9112,-1061.74
-74.7209,46857.4
-74.5305,179403
-74.3402,229397
-74.1499,184418
-73.9596,102131
-73.7692,63309.3
-73.5789,78837.4
-73.3886,121487
-73.1983,28587.6
-73.0079,98042.6
-72.8176,202188
-72.6273,184509
-72.4369,161506
-72.2466,87110.1
-72.0563,125702
-71.866,142185
-71.6756,175705
-71.4853,151126
-71.295,131204
-71.1046,203874
-70.9143,169037
-70.724,155578
-70.5337,126232
-70.3433,142366
-70.153,185709
-69.9627,173371
-69.7724,181018
-69.582,150665
-69.3917,83505.5
-69.2014,63676.1
-69.011,128299
-68.8207,118643
-68.6304,29555.2
-68.4401,28937.4
-68.2497,110394
-68.0594,57378.9
-67.8691,47483
-67.6787,74840.9
-67.4884,95701.1
-67.2981,188262
-67.1078,84577.4
-66.9174,103978
-66.7271,115424
-66.5368,89734.6
-66.3465,125615
-66.1561,93219
-65.9658,115245
-65.7755,91267.4
-65.5851,72473
-65.3948,44479.5
-65.2045,102633
-65.0142,85656
-64.8238,73624.6
-64.6335,91495
-64.4432,87861.8
-64.2528,159226
-64.0625,114202
-63.8722,87532.9
-63.6819,56017.8
-63.4915,44236.6
-63.3012,42858.7
-63.1109,39907.8
-62.9206,32994.3
-62.7302,73062.9
-62.5399,154381
-62.3496,84885.2
-62.1592,46144.1
-61.9689,86946.2
-61.7786,132711
-61.5883,148059
-61.3979,111324
-61.2076,106986
-61.0173,191983
-60.8269,215692
-60.6366,117188
-60.4463,147470
-60.256,159793
-60.0656,58960.5
-59.8753,87128.3
-59.685,121165
-59.4947,109709
-59.3043,113116
-59.114,118944
-58.9237,79579.6
-58.7333,73317.9
-58.543,88467.3
-58.3527,39421.7
-58.1624,58767.2
-57.972,60974.2
-57.7817,41935.3
-57.5914,-28650.8
-57.401,5742.49
-57.2107,89030.3
-57.0204,87389.1
-56.8301,176295
-56.6397,138884
-56.4494,82913.4
-56.2591,48674.6
-56.0688,24052.9
-55.8784,75643.3
-55.6881,-21284.4
-55.4978,-54718.9
-55.3074,44654.5
-55.1171,50424.9
-54.9268,88753.7
-54.7365,99387.5
-54.5461,3189.33
-54.3558,5769.66
-54.1655,55113.5
-53.9752,69527.4
-53.7848,101001
-53.5945,145531
-53.4042,118676
-53.2138,71681.4
-53.0235,131320
-52.8332,120422
-52.6429,102943
-52.4525,126313
-52.2622,93683.2
-52.0719,126329
-51.8815,88572.8
-51.6912,61268.6
-51.5009,45112.7
-51.3106,34863.5
-51.1202,95746.1
-50.9299,76407.6
-50.7396,120373
-50.5493,142967
-50.3589,168810
-50.1686,226375
-49.9783,262972
-49.7879,288094
-49.5976,238893
-49.4073,287420
-49.217,281004
-49.0266,236904
-48.8363,256199
-48.646,240044
-48.4556,244212
-48.2653,230847
-48.075,267210
-47.8847,301260
-47.6943,373282
-47.504,430983
-47.3137,416448
-47.1234,448170
-46.933,455332
-46.7427,480733
-46.5524,444986
-46.362,495706
-46.1717,547479
-45.9814,496673
-45.7911,496113
-45.6007,456947
-45.4104,411952
-45.2201,368259
-45.0297,403922
-44.8394,380525
-44.6491,353570
-44.4588,428053
-44.2684,385932
-44.0781,338544
-43.8878,396021
-43.6975,400999
-43.5071,392968
-43.3168,343739
-43.1265,273566
-42.9361,286771
-42.7458,286678
-42.5555,337150
-42.3652,303406
-42.1748,268528
-41.9845,271444
-41.7942,215200
-41.6038,203038
-41.4135,244399
-41.2232,320358
-41.0329,412771
-40.8425,416226
-40.6522,367166
-40.4619,422820
-40.2716,414946
-40.0812,406719
-39.8909,321757
-39.7006,261422
-39.5102,263417
-39.3199,214257
-39.1296,271197
-38.9393,272820
-38.7489,153878
-38.5586,68240.5
-38.3683,131840
-38.1779,149538
-37.9876,196641
-37.7973,248075
-37.607,255673
-37.4166,327967
-37.2263,334620
-37.036,327417
-36.8457,341803
-36.6553,314229
-36.465,343331
-36.2747,404995
-36.0843,383892
-35.894,443108
-35.7037,463369
-35.5134,434259
-35.323,379751
-35.1327,354891
-34.9424,399480
-34.752,385418
-34.5617,346429
-34.3714,297635
-34.1811,221290
-33.9907,147909
-33.8004,243421
-33.6101,276956
-33.4198,301927
-33.2294,305760
-33.0391,194115
-32.8488,175703
-32.6584,224434
-32.4681,291049
-32.2778,276965
-32.0875,279612
-31.8971,295063
-31.7068,309516
-31.5165,238944
-31.3261,133984
-31.1358,150390
-30.9455,158780
-30.7552,166847
-30.5648,192903
-30.3745,166597
-30.1842,158624
-29.9939,197648
-29.8035,150677
-29.6132,129512
-29.4229,157047
-29.2325,196127
-29.0422,215225
-28.8519,145893
-28.6616,195430
-28.4712,225180
-28.2809,134395
-28.0906,184511
-27.9002,216424
-27.7099,203268
-27.5196,199859
-27.3293,123590
-27.1389,162641
-26.9486,255593
-26.7583,260000
-26.568,268300
-26.3776,339028
-26.1873,306593
-25.997,198274
-25.8066,191508
-25.6163,209308
-25.426,137075
-25.2357,87286.4
-25.0453,153191
-24.855,189081
-24.6647,246548
-24.4744,264591
-24.284,214418
-24.0937,204998
-23.9034,174410
-23.713,173161
-23.5227,228565
-23.3324,227036
-23.1421,180865
-22.9517,199158
-22.7614,215251
-22.5711,244362
-22.3807,256871
-22.1904,210671
-22.0001,198021
-21.8098,155948
-21.6194,139651
-21.4291,263191
-21.2388,395637
-21.0485,331631
-20.8581,175479
-20.6678,218077
-20.4775,251384
-20.2871,163891
-20.0968,198844
-19.9065,238007
-19.7162,236588
-19.5258,224095
-19.3355,280851
-19.1452,318882
-18.9548,236622
-18.7645,285070
-18.5742,324646
-18.3839,309284
-18.1935,321111
-18.0032,322789
-17.8129,370496
-17.6226,418734
-17.4322,385728
-17.2419,376446
-17.0516,427484
-16.8612,364300
-16.6709,308957
-16.4806,288989
-16.2903,274902
-16.0999,326388
-15.9096,385534
-15.7193,325100
-15.5289,284922
-15.3386,334150
-15.1483,270337
-14.958,277765
-14.7676,211203
-14.5773,186576
-14.387,269207
-14.1967,226762
-14.0063,201270
-13.816,184330
-13.6257,230247
-13.4353,211884
-13.245,249498
-13.0547,283797
-12.8644,302151
-12.674,367731
-12.4837,318675
-12.2934,348201
-12.103,345651
-11.9127,267877
-11.7224,159113
-11.5321,187112
-11.3417,266042
-11.1514,281113
-10.9611,335360
-10.7708,332204
-10.5804,355976
-10.3901,351883
-10.1998,323212
-10.0094,379963
-9.81911,448531
-9.62879,379343
-9.43846,310739
-9.24813,360211
-9.0578,434792
-8.86748,378666
-8.67715,276563
-8.48682,236461
-8.29649,223032
-8.10616,257855
-7.91584,268674
-7.72551,329846
-7.53518,247051
-7.34485,167062
-7.15453,252240
-6.9642,327105
-6.77387,316015
-6.58354,289360
-6.39321,359707
-6.20289,396018
-6.01256,467566
-5.82223,463749
-5.6319,348783
-5.44158,323970
-5.25125,392913
-5.06092,392350
-4.87059,426938
-4.68027,404056
-4.48994,336339
-4.29961,393250
-4.10928,395360
-3.91895,418119
-3.72863,359667
-3.5383,323114
-3.34797,376978
-3.15764,376225
-2.96732,301876
-2.77699,287995
-2.58666,303806
-2.39633,286798
-2.206,250501
-2.01568,202727
-1.82535,271673
-1.63502,187015
-1.44469,144282
-1.25437,235750
-1.06404,237880
-0.87371,173139
-0.683383,212345
-0.493055,280211
-0.302727,280812
-0.112399,288084
0.0779284,210501
0.268256,267558
0.458584,260727
0.648912,214077
0.839239,202447
1.02957,181849
1.21989,240161
1.41022,174515
1.60055,128203
1.79088,163302
1.98121,160712
2.17153,127829
2.36186,133106
2.55219,142165
2.74252,144629
2.93284,140205
3.12317,150275
3.3135,126239
3.50383,81442.1
3.69416,108938
3.88448,109694
4.07481,139411
4.26514,166228
4.45547,126255
4.64579,113960
4.83612,127588
5.02645,111798
5.21678,125377
5.40711,139881
5.59743,122275
5.78776,143933
5.97809,208003
6.16842,236482
6.35874,159365
6.54907,140504
6.7394,192896
6.92973,192363
7.12005,169944
7.31038,208647
7.50071,249716
7.69104,212775
7.88137,262771
8.07169,294257
8.26202,251688
8.45235,238281
8.64268,184287
8.833,164177
9.02333,120047
9.21366,103858
9.40399,140640
9.59432,127297
9.78464,124864
9.97497,143357
10.1653,229668
10.3556,289723
10.546,306391
10.7363,349834
10.9266,369546
11.1169,369651
11.3073,454663
11.4976,479443
11.6879,425243
11.8782,534106
12.0686,584972
12.2589,649267
12.4492,739649
12.6396,749370
12.8299,836343
13.0202,933911
13.2105,1.06E+06
13.4009,1.18E+06
13.5912,1.41E+06
13.7815,1.71E+06
13.9719,2.03E+06
14.1622,2.48E+06
14.3525,3.05E+06
14.5428,3.77E+06
14.7332,4.62E+06
14.9235,5.60E+06
15.1138,6.67E+06
15.3041,7.76E+06
15.4945,8.93E+06
15.6848,1.02E+07
15.8751,1.13E+07
16.0655,1.22E+07
16.2558,1.31E+07
16.4461,1.37E+07
16.6364,1.42E+07
16.8268,1.46E+07
17.0171,1.47E+07
17.2074,1.47E+07
17.3978,1.48E+07
17.5881,1.49E+07
17.7784,1.51E+07
17.9687,1.55E+07
18.1591,1.61E+07
18.3494,1.69E+07
18.5397,1.80E+07
18.73,1.91E+07
18.9204,2.03E+07
19.1107,2.16E+07
19.301,2.28E+07
19.4914,2.38E+07
19.6817,2.44E+07
19.872,2.47E+07
20.0623,2.48E+07
20.2527,2.48E+07
20.443,2.45E+07
20.6333,2.38E+07
20.8237,2.29E+07
21.014,2.20E+07
21.2043,2.10E+07
21.3946,1.98E+07
21.585,1.87E+07
21.7753,1.75E+07
21.9656,1.64E+07
22.1559,1.55E+07
22.3463,1.48E+07
22.5366,1.42E+07
22.7269,1.38E+07
22.9173,1.37E+07
23.1076,1.38E+07
23.2979,1.42E+07
23.4882,1.47E+07
23.6786,1.52E+07
23.8689,1.58E+07
24.0592,1.66E+07
24.2496,1.75E+07
24.4399,1.84E+07
24.6302,1.91E+07
24.8205,1.95E+07
25.0109,1.95E+07
25.2012,1.92E+07
25.3915,1.85E+07
25.5818,1.74E+07
25.7722,1.62E+07
25.9625,1.48E+07
26.1528,1.35E+07
26.3432,1.21E+07
26.5335,1.08E+07
26.7238,9.65E+06
26.9141,8.67E+06
27.1045,7.97E+06
27.2948,7.44E+06
27.4851,7.18E+06
27.6755,7.18E+06
27.8658,7.40E+06
28.0561,7.72E+06
28.2464,8.37E+06
28.4368,9.44E+06
28.6271,1.08E+07
28.8174,1.23E+07
29.0077,1.39E+07
29.1981,1.55E+07
29.3884,1.67E+07
29.5787,1.76E+07
29.7691,1.82E+07
29.9594,1.83E+07
30.1497,1.81E+07
30.34,1.77E+07
30.5304,1.71E+07
30.7207,1.61E+07
30.911,1.51E+07
31.1014,1.40E+07
31.2917,1.30E+07
31.482,1.21E+07
31.6723,1.13E+07
31.8627,1.05E+07
32.053,9.90E+06
32.2433,9.48E+06
32.4336,9.16E+06
32.624,8.97E+06
32.8143,8.78E+06
33.0046,8.54E+06
33.195,8.19E+06
33.3853,7.72E+06
33.5756,7.18E+06
33.7659,6.60E+06
33.9563,6.04E+06
34.1466,5.61E+06
34.3369,5.13E+06
34.5272,4.70E+06
34.7176,4.40E+06
34.9079,4.05E+06
35.0982,3.78E+06
35.2886,3.55E+06
35.4789,3.37E+06
35.6692,3.14E+06
35.8595,3.01E+06
36.0499,2.89E+06
36.2402,2.77E+06
36.4305,2.86E+06
36.6209,2.89E+06
36.8112,2.91E+06
37.0015,2.92E+06
37.1918,2.98E+06
37.3822,3.11E+06
37.5725,3.35E+06
37.7628,3.58E+06
37.9531,3.71E+06
38.1435,3.98E+06
38.3338,4.22E+06
38.5241,4.46E+06
38.7145,4.76E+06
38.9048,5.02E+06
39.0951,5.24E+06
39.2854,5.50E+06
39.4758,5.67E+06
39.6661,5.88E+06
39.8564,6.13E+06
40.0468,6.20E+06
40.2371,6.24E+06
40.4274,6.30E+06
40.6177,6.27E+06
40.8081,6.28E+06
40.9984,6.30E+06
41.1887,6.27E+06
41.379,6.39E+06
41.5694,6.61E+06
41.7597,6.93E+06
41.95,7.29E+06
42.1404,7.62E+06
42.3307,8.00E+06
42.521,8.37E+06
42.7113,8.65E+06
42.9017,8.81E+06
43.092,8.95E+06
43.2823,8.95E+06
43.4727,8.77E+06
43.663,8.50E+06
43.8533,8.16E+06
44.0436,7.75E+06
44.234,7.36E+06
44.4243,6.99E+06
44.6146,6.66E+06
44.8049,6.27E+06
44.9953,5.91E+06
45.1856,5.68E+06
45.3759,5.46E+06
45.5663,5.32E+06
45.7566,5.28E+06
45.9469,5.35E+06
46.1372,5.55E+06
46.3276,5.96E+06
46.5179,6.52E+06
46.7082,7.16E+06
46.8986,7.98E+06
47.0889,8.83E+06
47.2792,9.68E+06
47.4695,1.06E+07
47.6599,1.13E+07
47.8502,1.18E+07
48.0405,1.23E+07
48.2308,1.27E+07
48.4212,1.30E+07
48.6115,1.32E+07
48.8018,1.33E+07
48.9922,1.32E+07
49.1825,1.32E+07
49.3728,1.30E+07
49.5631,1.28E+07
49.7535,1.25E+07
49.9438,1.21E+07
50.1341,1.19E+07
50.3245,1.15E+07
50.5148,1.13E+07
50.7051,1.10E+07
50.8954,1.10E+07
51.0858,1.08E+07
51.2761,1.08E+07
51.4664,1.09E+07
51.6567,1.10E+07
51.8471,1.13E+07
52.0374,1.18E+07
52.2277,1.23E+07
52.4181,1.29E+07
52.6084,1.37E+07
52.7987,1.46E+07
52.989,1.54E+07
53.1794,1.59E+07
53.3697,1.62E+07
53.56,1.61E+07
53.7504,1.56E+07
53.9407,1.49E+07
54.131,1.42E+07
54.3213,1.35E+07
54.5117,1.31E+07
54.702,1.30E+07
54.8923,1.31E+07
55.0826,1.33E+07
55.273,1.37E+07
55.4633,1.40E+07
55.6536,1.43E+07
55.844,1.46E+07
56.0343,1.47E+07
56.2246,1.45E+07
56.4149,1.41E+07
56.6053,1.36E+07
56.7956,1.31E+07
56.9859,1.27E+07
57.1763,1.22E+07
57.3666,1.17E+07
57.5569,1.14E+07
57.7472,1.11E+07
57.9376,1.11E+07
58.1279,1.11E+07
58.3182,1.13E+07
58.5085,1.16E+07
58.6989,1.20E+07
58.8892,1.27E+07
59.0795,1.34E+07
59.2699,1.41E+07
59.4602,1.49E+07
59.6505,1.57E+07
59.8408,1.66E+07
60.0312,1.73E+07
60.2215,1.79E+07
60.4118,1.83E+07
60.6022,1.84E+07
60.7925,1.83E+07
60.9828,1.81E+07
61.1731,1.77E+07
61.3635,1.71E+07
61.5538,1.64E+07
61.7441,1.57E+07
61.9344,1.49E+07
62.1248,1.42E+07
